Step,Wall time,Value
123,1716474713.8291554,0.0443144924938678
124,1716474852.2977974,0.0448513589799404
125,1716474990.9470177,0.0455333702266216
126,1716475129.481993,0.0438034236431121
127,1716475268.0450206,0.0486454553902149
128,1716475406.4331021,0.0474672112613916
129,1716475544.821184,0.0462889671325683
130,1716475683.1926513,0.0453603267669677
131,1716475821.6553528,0.045465449492136566
132,1716475960.1180542,0.045570572217305434
133,1716476098.5807557,0.0456756949424743
134,1716476236.9921548,0.0441390611231327
135,1716476375.4060054,0.044159147888422
136,1716476513.8198557,0.0441792346537113
137,1716476652.2675767,0.0496002398431301
138,1716476790.7446585,0.0471396930515766
139,1716476929.22174,0.0446791462600231
140,1716477067.5064163,0.04625413753092285
141,1716477205.7910926,0.0478291288018226
142,1716477344.172468,0.0457884557545185
143,1716477482.4778328,0.0449312143027782
144,1716477620.599748,0.0448152497410774
145,1716477758.799832,0.0454645566642284
146,1716477896.8925824,0.0451492667198181
147,1716478034.9899974,0.04537128098309035
148,1716478173.087412,0.0455932952463626
149,1716478311.175093,0.0475328378379344
150,1716478449.091321,0.0500072054564952
151,1716478587.0177984,0.0479411371052265
152,1716478725.000319,0.047124305739998804
153,1716478862.9828398,0.0463074743747711
154,1716479001.000457,0.0490406714379787
155,1716479139.044283,0.0477873869240284
156,1716479277.0811734,0.0468814559280872
157,1716479415.1180637,0.045975524932146
158,1716479553.1445663,0.0473410859704017
159,1716479691.2061682,0.0474279783666133
160,1716479829.1574068,0.04999439232051365
161,1716479967.1086457,0.052560806274414
162,1716480105.0760224,0.0514896400272846
163,1716480243.104186,0.05028536356985565
164,1716480381.1323495,0.0490810871124267
165,1716480519.1189277,0.0490712076425552
166,1716480657.0329885,0.04814153537154195
167,1716480794.9470494,0.0472118631005287
168,1716480932.9580002,0.0494798980653286
169,1716481071.024933,0.0493666566908359
170,1716481208.8688805,0.0604701321572065
171,1716481346.712828,0.0715736076235771
172,1716481484.617179,0.0682549253106117
173,1716481622.3053386,0.0656489580869674
174,1716481760.060693,0.06557980552315705
175,1716481897.8160474,0.0655106529593467
176,1716482035.5201252,0.0668545141816139
177,1716482173.3336942,0.0660681650042533
178,1716482311.1018455,0.063349150121212
